id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:plant number (from tag or map),field:plant health condition,field:foliage - insect feeding,field:foliage - deformation,field:foliage health comments,field:woody tissue -  structural damage,field:woody tissue - signs of disease,field:woody tissue - insect activity,field:woody tissue - symptoms,field:woody tissues health comments,field:root collar - signs of disease,field:root collar health comments,field:critical root zone (within canopy drip line) - damage or concerns,field:other abnormalities comments,field:are baby redcedar trees present within sight?,field:brief tree health description,field:did the tree have any bark discoloration (eg. browning),field:dieback percent,field:evidence of wood borers or bark beetles?,field:leaf production or drop timing,field:location name - community spaces,field:location type - community spaces,field:most prevalent understory species,field:number of additional unhealthy trees (of same species) in area (within sight),field:optional - access to water,field:optional - estimated time spent to make this observation (# of minutes),field:optional - signs of sap sucker feeding?,field:optional - tree size,field:optional - what 'other factors' were observed?,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:percent canopy affected (%),field:powdery mildew - percent coverage,field:powdery mildew?,field:sample submitted to laboratory?,field:signs of sooty bark disease?,field:suspected phytophthora infection?,field:tree canopy symptoms,field:tree canopy symptoms - birch,field:tree canopy symptoms - maple,field:tree canopy symptoms - wrc - simplified,field:tree condition,field:tree diameter,field:tree diameter (inches),field:tree equity score,field:tree health condition,field:tree health issue,field:tree height total (ft),field:tree number,field:tree number (from google map) if applicable,field:urban tree health condition
358735078,d4295bda-ffd7-4aaf-811d-b5016180e739,2026-05-05 14:25:21-07:00,2026-05-05,2026-05-05 21:25:21 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 21:29:00 UTC,2026-05-05 21:31:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358735078,https://inaturalist-open-data.s3.amazonaws.com/photos/654452210/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1932184249,-122.3273819308,7,,,,7,,,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pseudotsuga,Douglas-firs,Plantae,48257,WSUP 3-1,Good,None,None,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358736279,887f69bf-5f63-4c90-8fa2-fea1aaed5453,2026-05-05 14:29:16-07:00,2026-05-05,2026-05-05 21:29:16 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 21:33:55 UTC,2026-05-06 00:14:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358736279,https://inaturalist-open-data.s3.amazonaws.com/photos/654454578/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1932882058,-122.3274216194,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pseudotsuga menziesii,Douglas-fir,Plantae,48256,WSUP 3-2,Good,None,None,Some yellowing.,None,None,None,None,"",None,"",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358737322,4d190d0c-d245-4dcf-bcf6-d1c845849d94,2026-05-05 14:32:07-07:00,2026-05-05,2026-05-05 21:32:07 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 21:38:14 UTC,2026-05-06 00:16:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358737322,https://inaturalist-open-data.s3.amazonaws.com/photos/654456196/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1932475547,-122.3274646866,2,,,,2,,,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pseudotsuga,Douglas-firs,Plantae,48257,WSUP 3-3,Fair,None,Low,Yellowing,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358737486,6acffe6d-daa3-4b0f-9f01-afbe06463ba8,2026-05-05 14:33:52-07:00,2026-05-05,2026-05-05 21:33:52 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 21:39:02 UTC,2026-05-06 00:18:52 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358737486,https://inaturalist-open-data.s3.amazonaws.com/photos/654456993/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.193319016,-122.3273889104,9,,,,9,,,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pseudotsuga,Douglas-firs,Plantae,48257,WSUP 3-4,Fair,None,Low,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358737926,3cc7c326-b69a-4ce0-ad31-b7a8c3ce95fe,2026-05-05 14:36:32-07:00,2026-05-05,2026-05-05 21:36:32 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 21:40:46 UTC,2026-05-06 00:19:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358737926,https://inaturalist-open-data.s3.amazonaws.com/photos/654457377/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1932746873,-122.3273819445,3,,,,3,,,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pseudotsuga,Douglas-firs,Plantae,48257,WSUP 3-5,Good,None,None,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358738735,065d0544-9793-4f69-a0c9-fb1168a6d83c,2026-05-05 14:38:53-07:00,2026-05-05,2026-05-05 21:38:53 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 21:44:41 UTC,2026-05-06 00:20:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358738735,https://inaturalist-open-data.s3.amazonaws.com/photos/654459218/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1932971894,-122.3273591103,7,,,,7,,,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pseudotsuga,Douglas-firs,Plantae,48257,WSUP 3-6,Good,Low,Low,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358739207,b5e66bca-201b-4e84-acf4-98677e1ede27,2026-05-05 14:44:26-07:00,2026-05-05,2026-05-05 21:44:26 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 21:46:35 UTC,2026-05-06 00:23:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358739207,https://inaturalist-open-data.s3.amazonaws.com/photos/654460232/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1934474774,-122.3273993145,7,,,,7,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,WSUP 5-1,Fair,None,Medium,Browning. Tips of some leaves turning gray color.,None,Cankers,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358740302,1a724bff-84df-47f3-a506-6a12530b31e0,2026-05-05 14:46:28-07:00,2026-05-05,2026-05-05 21:46:28 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 21:50:57 UTC,2026-05-06 00:24:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358740302,https://inaturalist-open-data.s3.amazonaws.com/photos/654462459/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1934784012,-122.3274633543,25,,,,25,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,WSUP 5-2,Fair,Low,Medium,Some dead branches at bottom of tree.,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358741247,fdc4cfe5-8806-44ca-9130-f79be8546bf0,2026-05-05 14:51:16-07:00,2026-05-05,2026-05-05 21:51:16 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 21:54:45 UTC,2026-05-06 00:26:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358741247,https://inaturalist-open-data.s3.amazonaws.com/photos/654464257/medium.jpg,,"","",0,0,false,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.193467349,-122.3274051884,8,,,,8,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,"",Fair,None,Medium,Browning/yellowing on foliage.,Cracking,None,Exit/Entry Holes,None,Some insects have bored into the bottom of the cedar and made it home.,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358742826,c753c589-1c76-4397-af3f-36c720eb8a39,2026-05-05 14:54:10-07:00,2026-05-05,2026-05-05 21:54:10 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:01:33 UTC,2026-05-06 00:27:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358742826,https://inaturalist-open-data.s3.amazonaws.com/photos/654471082/medium.jpg,,"","Dead.
",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1936585215,-122.326510983,16,,,,16,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,WSUP 5-4,Dead,No Selection,No Selection,Dead,No Selection,No Selection,No Selection,No Selection,Dead,No Selection,Dead,No Selection,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358743356,73fed6e5-270e-40e8-b495-dd10c4e873fc,2026-05-05 14:55:05-07:00,2026-05-05,2026-05-05 21:55:05 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:03:07 UTC,2026-05-06 00:28:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358743356,https://inaturalist-open-data.s3.amazonaws.com/photos/654471608/medium.jpg,,"","",0,0,false,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.193447208,-122.3274077781,29,,,,29,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,WSUP 5-5,Fair,None,Low,Tips of some foliage is browning.,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358743628,47b7c11c-5462-40a1-9411-3e8930face7b,2026-05-05 14:58:38-07:00,2026-05-05,2026-05-05 21:58:38 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:04:24 UTC,2026-05-06 00:29:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358743628,https://inaturalist-open-data.s3.amazonaws.com/photos/654474794/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1934262296,-122.3274242733,10,,,,10,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,WSUP 5-6,Fair,None,Low,Some yellowing.,None,None,Exit/Entry Holes,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358745739,56334eff-b230-4e15-9c9a-d87ea1782c4c,2026-05-05 15:06:06-07:00,2026-05-05,2026-05-05 22:06:06 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:12:55 UTC,2026-05-06 00:30:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358745739,https://inaturalist-open-data.s3.amazonaws.com/photos/654475704/medium.jpg,,"","",0,0,false,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1936306038,-122.3273889758,12,,,,12,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Prunus emarginata,Bitter cherry,Plantae,63905,WSUP 7-4,Fair,Low,Low,"",Broken,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358747721,75ab4570-9f33-4d5c-8f1d-b4dbed959114,2026-05-05 15:09:06-07:00,2026-05-05,2026-05-05 22:09:06 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:21:45 UTC,2026-05-06 00:31:50 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358747721,https://inaturalist-open-data.s3.amazonaws.com/photos/654476801/medium.jpg,,"","",0,0,false,3,"21st St NW, Puyallup, WA, US",47.1935802207,-122.3272924962,8,,,,8,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Prunus emarginata,Bitter cherry,Plantae,63905,WSUP 7-6,Fair,Medium,Low,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358747858,12beef9e-4bf2-4512-883b-2a295bc32f25,2026-05-05 15:15:17-07:00,2026-05-05,2026-05-05 22:15:17 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:22:31 UTC,2026-05-06 16:47:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/358747858,https://inaturalist-open-data.s3.amazonaws.com/photos/654477486/medium.jpg,,"","",1,0,false,3,"21st St NW, Puyallup, WA, US",47.1937389945,-122.3274218134,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,grand fir,Abies grandis,grand fir,Plantae,63690,WSUP 8-1,Good,None,None,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358748714,50077d43-d1f4-414a-8760-798b15176296,2026-05-05 15:16:45-07:00,2026-05-05,2026-05-05 22:16:45 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:26:49 UTC,2026-05-06 16:47:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/358748714,https://inaturalist-open-data.s3.amazonaws.com/photos/654480067/medium.jpg,,"","",1,0,false,3,"21st St NW, Puyallup, WA, US",47.1937269754,-122.3274172768,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,grand fir,Abies grandis,grand fir,Plantae,63690,WSUP 8-2,Good,None,Low,Some needles yellowing.,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358748942,092eef5d-00d0-4342-8d24-b92454366376,2026-05-05 15:18:04-07:00,2026-05-05,2026-05-05 22:18:04 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:27:59 UTC,2026-05-06 16:47:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/358748942,https://inaturalist-open-data.s3.amazonaws.com/photos/654481145/medium.jpg,,"","",1,0,false,3,"21st St NW, Puyallup, WA, US",47.1936699549,-122.32741435,3,,,,3,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,grand fir,Abies grandis,grand fir,Plantae,63690,WSUP 8-3,Fair,None,Low,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358748945,192b5b5d-c4c5-4549-9835-be080f7a701c,2026-05-05 15:19:32-07:00,2026-05-05,2026-05-05 22:19:32 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:27:59 UTC,2026-05-06 16:47:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/358748945,https://inaturalist-open-data.s3.amazonaws.com/photos/654482678/medium.jpg,,"","",1,0,false,3,"21st St NW, Puyallup, WA, US",47.1937083862,-122.3273912854,3,,,,3,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,grand fir,Abies grandis,grand fir,Plantae,63690,WSUP 8-4,Good,None,Low,Some yellowing.,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358748951,d5019207-b5b5-426b-a740-6fb0934eb17a,2026-05-05 15:22:07-07:00,2026-05-05,2026-05-05 22:22:07 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:28:00 UTC,2026-05-06 16:47:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/358748951,https://inaturalist-open-data.s3.amazonaws.com/photos/654484025/medium.jpg,,"","",1,0,false,3,"McElroy Pl, Puyallup, WA, US",47.1938013607,-122.3273976924,9,,,,9,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,grand fir,Abies grandis,grand fir,Plantae,63690,WSUP 8-5,Good,None,None,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358748956,6e623fd2-6de5-4a77-ba5b-317406343514,2026-05-05 15:25:35-07:00,2026-05-05,2026-05-05 22:25:35 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:28:00 UTC,2026-05-06 16:47:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/358748956,https://inaturalist-open-data.s3.amazonaws.com/photos/654485383/medium.jpg,,"","",1,0,false,3,"McElroy Pl, Puyallup, WA, US",47.1936730298,-122.3273929014,5,,,,5,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,grand fir,Abies grandis,grand fir,Plantae,63690,WSUP 8-6,Good,Low,Low,Some branches are losing needles.,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358754218,00b38c2d-c995-4660-8514-5cbaf809d0ba,2026-05-05 15:28:13-07:00,2026-05-05,2026-05-05 22:28:13 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:51:55 UTC,2026-05-06 00:39:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358754218,https://inaturalist-open-data.s3.amazonaws.com/photos/654489287/medium.jpg,,"","",0,0,false,3,"McElroy Pl, Puyallup, WA, US",47.1938771914,-122.3273775308,9,,,,9,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 9-1,Fair,Low,None,Some signs of feeding.,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358754514,5dd8cf60-dac8-4f4f-9663-8faa06070894,2026-05-05 15:30:40-07:00,2026-05-05,2026-05-05 22:30:40 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:53:24 UTC,2026-05-06 00:40:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358754514,https://inaturalist-open-data.s3.amazonaws.com/photos/654489677/medium.jpg,,"","",0,0,false,3,"McElroy Pl, Puyallup, WA, US",47.1937763872,-122.3274278938,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 9-2,Fair,None,Low,Some dying leaves.,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358754758,14efcc7e-050c-474d-8143-8899eb50cc8e,2026-05-05 15:35:09-07:00,2026-05-05,2026-05-05 22:35:09 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:54:28 UTC,2026-05-06 00:42:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358754758,https://inaturalist-open-data.s3.amazonaws.com/photos/654490367/medium.jpg,,"","",0,0,false,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1938100516,-122.3273717951,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 9-4,Fair,None,Low,Minimal amount of leaves seem to be changing colors.,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358755154,1726c2dd-3505-4a04-96c5-889e52b3fe7e,2026-05-05 15:37:02-07:00,2026-05-05,2026-05-05 22:37:02 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:56:26 UTC,2026-05-06 00:44:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358755154,https://inaturalist-open-data.s3.amazonaws.com/photos/654490977/medium.jpg,,"","",0,0,false,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1937630094,-122.3273987426,7,,,,7,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 9-5,Fair,None,None,"",Other,Other,None,Epicormic shoots,Seemed to make two new shoots.,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358755745,eebcb309-5050-432f-9009-c9c11ef4bdd8,2026-05-05 15:39:22-07:00,2026-05-05,2026-05-05 22:39:22 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 22:59:02 UTC,2026-05-06 00:45:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358755745,https://inaturalist-open-data.s3.amazonaws.com/photos/654492835/medium.jpg,,"","",0,0,false,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1937510925,-122.3273935094,17,,,,17,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 9-6,Fair,Low,None,A leaf has red-ish spots on its back,Cracking,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358759714,01437f4f-0145-41bc-a5a3-2298a1f86a47,2026-05-05 15:32:47-07:00,2026-05-05,2026-05-05 22:32:47 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 23:14:51 UTC,2026-05-06 00:41:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358759714,https://inaturalist-open-data.s3.amazonaws.com/photos/654500574/medium.jpg,,"","",0,0,false,3,"McElroy Pl, Puyallup, WA, US",47.1937782966,-122.3274430316,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 9-3,Fair,None,None,"",Other,Other,Other,Other,White substance on some branches,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358760244,60c2f0f3-b05f-4ab1-a4c9-031ad008aec1,2026-05-05 15:45:20-07:00,2026-05-05,2026-05-05 22:45:20 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-05-05 23:16:53 UTC,2026-05-06 00:47:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/358760244,https://inaturalist-open-data.s3.amazonaws.com/photos/654501718/medium.jpg,,"","",0,0,false,3,"Tacoma Rd E, Puyallup, WA, US",47.1938968764,-122.3274537118,9,,,,9,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,Garry,Quercus garryana,Oregon oak,Plantae,68632,WSUP 10-1,Poor,None,Low,Blooming late.,None,None,None,Epicormic shoots,Epicormic shoots on bottom.,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
